sez,cod_prov,cod_com,cogn,d_nasc,l_nasc,pos,tot_vot_lis,descr_lista,voti
78,41,340,SALVEMINI,19660604000000,LECCE,4,229,NOI PER LECCE,15
78,41,340,SALVEMINI,19660604000000,LECCE,4,229,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,13
78,41,340,SALVEMINI,19660604000000,LECCE,4,229,SVEGLIA,12
78,41,340,SALVEMINI,19660604000000,LECCE,4,229,MOVIMENTO 5 STELLE,12
78,41,340,SALVEMINI,19660604000000,LECCE,4,229,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,10
78,41,340,POLI IN BORTONE,19430825000000,LECCE,2,147,FRATELLI D'ITALIA,28
78,41,340,POLI IN BORTONE,19430825000000,LECCE,2,147,IO SUD,22
78,41,340,POLI IN BORTONE,19430825000000,LECCE,2,147,PRIMA LECCE,21
78,41,340,POLI IN BORTONE,19430825000000,LECCE,2,147,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,18
78,41,340,POLI IN BORTONE,19430825000000,LECCE,2,147,FORZA ITALIA - PPE,16
78,41,340,POLI IN BORTONE,19430825000000,LECCE,2,147,MOVIMENTO REGIONE SALENTO,14
78,41,340,POLI IN BORTONE,19430825000000,LECCE,2,147,LECCE FUTURA PALA,11
78,41,340,POLI IN BORTONE,19430825000000,LECCE,2,147,TUTTA LECCE LISI,10
78,41,340,POLI IN BORTONE,19430825000000,LECCE,2,147,LEGA SALVINI PUGLIA,6
78,41,340,POLI IN BORTONE,19430825000000,LECCE,2,147,VOCE NAZIONALE,1
78,41,340,CIUCCI,19650716000000,NAPOLI,1,7,DIRITTI E CIVILTA' PER LECCE,7
78,41,340,SICULELLA,19851203000000,NARDO',3,2,MIND MENTI INDIPENDENTI,2
78,41,340,SICULELLA,19851203000000,NARDO',3,2,ARIA,0
79,41,340,SALVEMINI,19660604000000,LECCE,4,233,PARTITO DEMOCRATICO,54
79,41,340,SALVEMINI,19660604000000,LECCE,4,233,LECCE CITTA' PUBBLICA,37
79,41,340,SALVEMINI,19660604000000,LECCE,4,233,COSCIENZA CIVICA,33
79,41,340,SALVEMINI,19660604000000,LECCE,4,233,AVANTI LECCE,26
79,41,340,SALVEMINI,19660604000000,LECCE,4,233,NOI PER LECCE,25
79,41,340,SALVEMINI,19660604000000,LECCE,4,233,SVEGLIA,22
79,41,340,SALVEMINI,19660604000000,LECCE,4,233,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,19
79,41,340,SALVEMINI,19660604000000,LECCE,4,233,MOVIMENTO 5 STELLE,9
79,41,340,SALVEMINI,19660604000000,LECCE,4,233,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,8
79,41,340,POLI IN BORTONE,19430825000000,LECCE,2,192,FRATELLI D'ITALIA,42
79,41,340,POLI IN BORTONE,19430825000000,LECCE,2,192,IO SUD,32
79,41,340,POLI IN BORTONE,19430825000000,LECCE,2,192,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,23
79,41,340,POLI IN BORTONE,19430825000000,LECCE,2,192,PRIMA LECCE,22
79,41,340,POLI IN BORTONE,19430825000000,LECCE,2,192,LECCE FUTURA PALA,22
79,41,340,POLI IN BORTONE,19430825000000,LECCE,2,192,MOVIMENTO REGIONE SALENTO,15
79,41,340,POLI IN BORTONE,19430825000000,LECCE,2,192,FORZA ITALIA - PPE,14
79,41,340,POLI IN BORTONE,19430825000000,LECCE,2,192,LEGA SALVINI PUGLIA,11
79,41,340,POLI IN BORTONE,19430825000000,LECCE,2,192,TUTTA LECCE LISI,11
79,41,340,POLI IN BORTONE,19430825000000,LECCE,2,192,VOCE NAZIONALE,0
79,41,340,SICULELLA,19851203000000,NARDO',3,8,MIND MENTI INDIPENDENTI,8
79,41,340,SICULELLA,19851203000000,NARDO',3,8,ARIA,0
79,41,340,CIUCCI,19650716000000,NAPOLI,1,5,DIRITTI E CIVILTA' PER LECCE,5
80,41,340,SALVEMINI,19660604000000,LECCE,4,233,PARTITO DEMOCRATICO,61
80,41,340,SALVEMINI,19660604000000,LECCE,4,233,LECCE CITTA' PUBBLICA,32
80,41,340,SALVEMINI,19660604000000,LECCE,4,233,COSCIENZA CIVICA,32
80,41,340,SALVEMINI,19660604000000,LECCE,4,233,AVANTI LECCE,31
80,41,340,SALVEMINI,19660604000000,LECCE,4,233,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,24
80,41,340,SALVEMINI,19660604000000,LECCE,4,233,SVEGLIA,17
80,41,340,SALVEMINI,19660604000000,LECCE,4,233,MOVIMENTO 5 STELLE,13
80,41,340,SALVEMINI,19660604000000,LECCE,4,233,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,12
80,41,340,SALVEMINI,19660604000000,LECCE,4,233,NOI PER LECCE,11
80,41,340,POLI IN BORTONE,19430825000000,LECCE,2,218,FRATELLI D'ITALIA,41
80,41,340,POLI IN BORTONE,19430825000000,LECCE,2,218,IO SUD,38
80,41,340,POLI IN BORTONE,19430825000000,LECCE,2,218,MOVIMENTO REGIONE SALENTO,34
80,41,340,POLI IN BORTONE,19430825000000,LECCE,2,218,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,24
80,41,340,POLI IN BORTONE,19430825000000,LECCE,2,218,LECCE FUTURA PALA,23
80,41,340,POLI IN BORTONE,19430825000000,LECCE,2,218,PRIMA LECCE,21
80,41,340,POLI IN BORTONE,19430825000000,LECCE,2,218,FORZA ITALIA - PPE,18
80,41,340,POLI IN BORTONE,19430825000000,LECCE,2,218,TUTTA LECCE LISI,14
80,41,340,POLI IN BORTONE,19430825000000,LECCE,2,218,LEGA SALVINI PUGLIA,4
80,41,340,POLI IN BORTONE,19430825000000,LECCE,2,218,VOCE NAZIONALE,1
80,41,340,CIUCCI,19650716000000,NAPOLI,1,2,DIRITTI E CIVILTA' PER LECCE,2
80,41,340,SICULELLA,19851203000000,NARDO',3,3,ARIA,3
80,41,340,SICULELLA,19851203000000,NARDO',3,3,MIND MENTI INDIPENDENTI,0
81,41,340,SALVEMINI,19660604000000,LECCE,4,204,PARTITO DEMOCRATICO,58
81,41,340,SALVEMINI,19660604000000,LECCE,4,204,COSCIENZA CIVICA,33
81,41,340,SALVEMINI,19660604000000,LECCE,4,204,NOI PER LECCE,29
81,41,340,SALVEMINI,19660604000000,LECCE,4,204,SVEGLIA,20
81,41,340,SALVEMINI,19660604000000,LECCE,4,204,LECCE CITTA' PUBBLICA,20
81,41,340,SALVEMINI,19660604000000,LECCE,4,204,AVANTI LECCE,20
81,41,340,SALVEMINI,19660604000000,LECCE,4,204,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,9
81,41,340,SALVEMINI,19660604000000,LECCE,4,204,MOVIMENTO 5 STELLE,9
81,41,340,SALVEMINI,19660604000000,LECCE,4,204,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,6
81,41,340,POLI IN BORTONE,19430825000000,LECCE,2,193,IO SUD,38
81,41,340,POLI IN BORTONE,19430825000000,LECCE,2,193,FRATELLI D'ITALIA,36
81,41,340,POLI IN BORTONE,19430825000000,LECCE,2,193,PRIMA LECCE,35
81,41,340,POLI IN BORTONE,19430825000000,LECCE,2,193,FORZA ITALIA - PPE,21
81,41,340,POLI IN BORTONE,19430825000000,LECCE,2,193,MOVIMENTO REGIONE SALENTO,18
81,41,340,POLI IN BORTONE,19430825000000,LECCE,2,193,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,15
81,41,340,POLI IN BORTONE,19430825000000,LECCE,2,193,LECCE FUTURA PALA,12
81,41,340,POLI IN BORTONE,19430825000000,LECCE,2,193,LEGA SALVINI PUGLIA,10
81,41,340,POLI IN BORTONE,19430825000000,LECCE,2,193,TUTTA LECCE LISI,8
81,41,340,POLI IN BORTONE,19430825000000,LECCE,2,193,VOCE NAZIONALE,0
81,41,340,SICULELLA,19851203000000,NARDO',3,4,MIND MENTI INDIPENDENTI,3
81,41,340,SICULELLA,19851203000000,NARDO',3,4,ARIA,1
81,41,340,CIUCCI,19650716000000,NAPOLI,1,2,DIRITTI E CIVILTA' PER LECCE,2
82,41,340,SALVEMINI,19660604000000,LECCE,4,226,PARTITO DEMOCRATICO,59
82,41,340,SALVEMINI,19660604000000,LECCE,4,226,COSCIENZA CIVICA,47
82,41,340,SALVEMINI,19660604000000,LECCE,4,226,AVANTI LECCE,27
82,41,340,SALVEMINI,19660604000000,LECCE,4,226,LECCE CITTA' PUBBLICA,21
82,41,340,SALVEMINI,19660604000000,LECCE,4,226,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,20
82,41,340,SALVEMINI,19660604000000,LECCE,4,226,NOI PER LECCE,19
82,41,340,SALVEMINI,19660604000000,LECCE,4,226,MOVIMENTO 5 STELLE,14
82,41,340,SALVEMINI,19660604000000,LECCE,4,226,SVEGLIA,13
82,41,340,SALVEMINI,19660604000000,LECCE,4,226,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,6
82,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,FRATELLI D'ITALIA,41
82,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,PRIMA LECCE,28
82,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,MOVIMENTO REGIONE SALENTO,28
82,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,IO SUD,27
82,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,26
82,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,FORZA ITALIA - PPE,25
82,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,LECCE FUTURA PALA,21
82,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,TUTTA LECCE LISI,12
82,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,LEGA SALVINI PUGLIA,10
82,41,340,POLI IN BORTONE,19430825000000,LECCE,2,222,VOCE NAZIONALE,4
82,41,340,SICULELLA,19851203000000,NARDO',3,5,MIND MENTI INDIPENDENTI,3
82,41,340,SICULELLA,19851203000000,NARDO',3,5,ARIA,2
82,41,340,CIUCCI,19650716000000,NAPOLI,1,2,DIRITTI E CIVILTA' PER LECCE,2
83,41,340,POLI IN BORTONE,19430825000000,LECCE,2,277,PRIMA LECCE,50
83,41,340,POLI IN BORTONE,19430825000000,LECCE,2,277,FRATELLI D'ITALIA,47
83,41,340,POLI IN BORTONE,19430825000000,LECCE,2,277,IO SUD,39
83,41,340,POLI IN BORTONE,19430825000000,LECCE,2,277,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,38
83,41,340,POLI IN BORTONE,19430825000000,LECCE,2,277,MOVIMENTO REGIONE SALENTO,34
83,41,340,POLI IN BORTONE,19430825000000,LECCE,2,277,FORZA ITALIA - PPE,24
83,41,340,POLI IN BORTONE,19430825000000,LECCE,2,277,LECCE FUTURA PALA,20
83,41,340,POLI IN BORTONE,19430825000000,LECCE,2,277,LEGA SALVINI PUGLIA,17
83,41,340,POLI IN BORTONE,19430825000000,LECCE,2,277,TUTTA LECCE LISI,6
83,41,340,POLI IN BORTONE,19430825000000,LECCE,2,277,VOCE NAZIONALE,2
83,41,340,SALVEMINI,19660604000000,LECCE,4,233,PARTITO DEMOCRATICO,57
83,41,340,SALVEMINI,19660604000000,LECCE,4,233,COSCIENZA CIVICA,43
83,41,340,SALVEMINI,19660604000000,LECCE,4,233,LECCE CITTA' PUBBLICA,29
83,41,340,SALVEMINI,19660604000000,LECCE,4,233,NOI PER LECCE,22
83,41,340,SALVEMINI,19660604000000,LECCE,4,233,AVANTI LECCE,22
83,41,340,SALVEMINI,19660604000000,LECCE,4,233,MOVIMENTO 5 STELLE,20
83,41,340,SALVEMINI,19660604000000,LECCE,4,233,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,16
83,41,340,SALVEMINI,19660604000000,LECCE,4,233,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,15
83,41,340,SALVEMINI,19660604000000,LECCE,4,233,SVEGLIA,9
83,41,340,CIUCCI,19650716000000,NAPOLI,1,5,DIRITTI E CIVILTA' PER LECCE,5
83,41,340,SICULELLA,19851203000000,NARDO',3,5,MIND MENTI INDIPENDENTI,3
83,41,340,SICULELLA,19851203000000,NARDO',3,5,ARIA,2
84,41,340,SALVEMINI,19660604000000,LECCE,4,265,PARTITO DEMOCRATICO,75
84,41,340,SALVEMINI,19660604000000,LECCE,4,265,COSCIENZA CIVICA,35
84,41,340,SALVEMINI,19660604000000,LECCE,4,265,AVANTI LECCE,35
84,41,340,SALVEMINI,19660604000000,LECCE,4,265,LECCE CITTA' PUBBLICA,32
84,41,340,SALVEMINI,19660604000000,LECCE,4,265,MOVIMENTO 5 STELLE,22
84,41,340,SALVEMINI,19660604000000,LECCE,4,265,NOI PER LECCE,21
84,41,340,SALVEMINI,19660604000000,LECCE,4,265,SVEGLIA,19
84,41,340,SALVEMINI,19660604000000,LECCE,4,265,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,15
84,41,340,SALVEMINI,19660604000000,LECCE,4,265,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,11
84,41,340,POLI IN BORTONE,19430825000000,LECCE,2,223,FRATELLI D'ITALIA,61
84,41,340,POLI IN BORTONE,19430825000000,LECCE,2,223,PRIMA LECCE,47
84,41,340,POLI IN BORTONE,19430825000000,LECCE,2,223,IO SUD,28
84,41,340,POLI IN BORTONE,19430825000000,LECCE,2,223,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,27
84,41,340,POLI IN BORTONE,19430825000000,LECCE,2,223,LECCE FUTURA PALA,17
84,41,340,POLI IN BORTONE,19430825000000,LECCE,2,223,MOVIMENTO REGIONE SALENTO,16
84,41,340,POLI IN BORTONE,19430825000000,LECCE,2,223,LEGA SALVINI PUGLIA,13
84,41,340,POLI IN BORTONE,19430825000000,LECCE,2,223,FORZA ITALIA - PPE,8
84,41,340,POLI IN BORTONE,19430825000000,LECCE,2,223,TUTTA LECCE LISI,4
84,41,340,POLI IN BORTONE,19430825000000,LECCE,2,223,VOCE NAZIONALE,2
84,41,340,SICULELLA,19851203000000,NARDO',3,8,ARIA,6
84,41,340,SICULELLA,19851203000000,NARDO',3,8,MIND MENTI INDIPENDENTI,2
84,41,340,CIUCCI,19650716000000,NAPOLI,1,6,DIRITTI E CIVILTA' PER LECCE,6
85,41,340,SALVEMINI,19660604000000,LECCE,4,256,PARTITO DEMOCRATICO,86
85,41,340,SALVEMINI,19660604000000,LECCE,4,256,AVANTI LECCE,35
85,41,340,SALVEMINI,19660604000000,LECCE,4,256,NOI PER LECCE,31
85,41,340,SALVEMINI,19660604000000,LECCE,4,256,LECCE CITTA' PUBBLICA,31
85,41,340,SALVEMINI,19660604000000,LECCE,4,256,COSCIENZA CIVICA,28
85,41,340,SALVEMINI,19660604000000,LECCE,4,256,SVEGLIA,18
85,41,340,SALVEMINI,19660604000000,LECCE,4,256,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,14
85,41,340,SALVEMINI,19660604000000,LECCE,4,256,MOVIMENTO 5 STELLE,10
85,41,340,SALVEMINI,19660604000000,LECCE,4,256,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,3
85,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,FRATELLI D'ITALIA,45
85,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,PRIMA LECCE,40
85,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,IO SUD,34
85,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,33
85,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,MOVIMENTO REGIONE SALENTO,28
85,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,FORZA ITALIA - PPE,17
85,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,LECCE FUTURA PALA,13
85,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,LEGA SALVINI PUGLIA,9
85,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,TUTTA LECCE LISI,9
85,41,340,POLI IN BORTONE,19430825000000,LECCE,2,230,VOCE NAZIONALE,2
85,41,340,CIUCCI,19650716000000,NAPOLI,1,3,DIRITTI E CIVILTA' PER LECCE,3
85,41,340,SICULELLA,19851203000000,NARDO',3,1,MIND MENTI INDIPENDENTI,1
85,41,340,SICULELLA,19851203000000,NARDO',3,1,ARIA,0
86,41,340,SALVEMINI,19660604000000,LECCE,4,287,PARTITO DEMOCRATICO,76
86,41,340,SALVEMINI,19660604000000,LECCE,4,287,LECCE CITTA' PUBBLICA,41
86,41,340,SALVEMINI,19660604000000,LECCE,4,287,COSCIENZA CIVICA,38
86,41,340,SALVEMINI,19660604000000,LECCE,4,287,AVANTI LECCE,33
86,41,340,SALVEMINI,19660604000000,LECCE,4,287,SVEGLIA,24
86,41,340,SALVEMINI,19660604000000,LECCE,4,287,NOI PER LECCE,23
86,41,340,SALVEMINI,19660604000000,LECCE,4,287,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,18
86,41,340,SALVEMINI,19660604000000,LECCE,4,287,MOVIMENTO 5 STELLE,18
86,41,340,SALVEMINI,19660604000000,LECCE,4,287,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,16
86,41,340,POLI IN BORTONE,19430825000000,LECCE,2,247,PRIMA LECCE,40
86,41,340,POLI IN BORTONE,19430825000000,LECCE,2,247,MOVIMENTO REGIONE SALENTO,37
86,41,340,POLI IN BORTONE,19430825000000,LECCE,2,247,LECCE FUTURA PALA,36
86,41,340,POLI IN BORTONE,19430825000000,LECCE,2,247,IO SUD,34
86,41,340,POLI IN BORTONE,19430825000000,LECCE,2,247,FRATELLI D'ITALIA,32
86,41,340,POLI IN BORTONE,19430825000000,LECCE,2,247,TUTTA LECCE LISI,22
86,41,340,POLI IN BORTONE,19430825000000,LECCE,2,247,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,19
86,41,340,POLI IN BORTONE,19430825000000,LECCE,2,247,FORZA ITALIA - PPE,15
86,41,340,POLI IN BORTONE,19430825000000,LECCE,2,247,LEGA SALVINI PUGLIA,10
86,41,340,POLI IN BORTONE,19430825000000,LECCE,2,247,VOCE NAZIONALE,2
86,41,340,SICULELLA,19851203000000,NARDO',3,3,MIND MENTI INDIPENDENTI,2
86,41,340,SICULELLA,19851203000000,NARDO',3,3,ARIA,1
86,41,340,CIUCCI,19650716000000,NAPOLI,1,6,DIRITTI E CIVILTA' PER LECCE,6
87,41,340,POLI IN BORTONE,19430825000000,LECCE,2,418,IO SUD,80
87,41,340,POLI IN BORTONE,19430825000000,LECCE,2,418,FRATELLI D'ITALIA,61
87,41,340,POLI IN BORTONE,19430825000000,LECCE,2,418,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,54
87,41,340,POLI IN BORTONE,19430825000000,LECCE,2,418,PRIMA LECCE,50
87,41,340,POLI IN BORTONE,19430825000000,LECCE,2,418,FORZA ITALIA - PPE,47
87,41,340,POLI IN BORTONE,19430825000000,LECCE,2,418,LECCE FUTURA PALA,42
87,41,340,POLI IN BORTONE,19430825000000,LECCE,2,418,MOVIMENTO REGIONE SALENTO,38
87,41,340,POLI IN BORTONE,19430825000000,LECCE,2,418,TUTTA LECCE LISI,23
87,41,340,POLI IN BORTONE,19430825000000,LECCE,2,418,LEGA SALVINI PUGLIA,17
87,41,340,POLI IN BORTONE,19430825000000,LECCE,2,418,VOCE NAZIONALE,6
87,41,340,SALVEMINI,19660604000000,LECCE,4,259,PARTITO DEMOCRATICO,57
87,41,340,SALVEMINI,19660604000000,LECCE,4,259,LECCE CITTA' PUBBLICA,39
87,41,340,SALVEMINI,19660604000000,LECCE,4,259,COSCIENZA CIVICA,38
87,41,340,SALVEMINI,19660604000000,LECCE,4,259,AVANTI LECCE,30
87,41,340,SALVEMINI,19660604000000,LECCE,4,259,NOI PER LECCE,29
87,41,340,SALVEMINI,19660604000000,LECCE,4,259,SVEGLIA,20
87,41,340,SALVEMINI,19660604000000,LECCE,4,259,MOVIMENTO 5 STELLE,17
87,41,340,SALVEMINI,19660604000000,LECCE,4,259,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,16
87,41,340,SALVEMINI,19660604000000,LECCE,4,259,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,13
87,41,340,SICULELLA,19851203000000,NARDO',3,22,ARIA,15
87,41,340,SICULELLA,19851203000000,NARDO',3,22,MIND MENTI INDIPENDENTI,7
87,41,340,CIUCCI,19650716000000,NAPOLI,1,6,DIRITTI E CIVILTA' PER LECCE,6
88,41,340,POLI IN BORTONE,19430825000000,LECCE,2,417,IO SUD,96
88,41,340,POLI IN BORTONE,19430825000000,LECCE,2,417,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,75
88,41,340,POLI IN BORTONE,19430825000000,LECCE,2,417,FRATELLI D'ITALIA,58
88,41,340,POLI IN BORTONE,19430825000000,LECCE,2,417,MOVIMENTO REGIONE SALENTO,50
88,41,340,POLI IN BORTONE,19430825000000,LECCE,2,417,PRIMA LECCE,46
88,41,340,POLI IN BORTONE,19430825000000,LECCE,2,417,LECCE FUTURA PALA,34
88,41,340,POLI IN BORTONE,19430825000000,LECCE,2,417,FORZA ITALIA - PPE,22
88,41,340,POLI IN BORTONE,19430825000000,LECCE,2,417,TUTTA LECCE LISI,17
88,41,340,POLI IN BORTONE,19430825000000,LECCE,2,417,LEGA SALVINI PUGLIA,13
88,41,340,POLI IN BORTONE,19430825000000,LECCE,2,417,VOCE NAZIONALE,6
88,41,340,SALVEMINI,19660604000000,LECCE,4,243,PARTITO DEMOCRATICO,59
88,41,340,SALVEMINI,19660604000000,LECCE,4,243,NOI PER LECCE,41
88,41,340,SALVEMINI,19660604000000,LECCE,4,243,LECCE CITTA' PUBBLICA,41
88,41,340,SALVEMINI,19660604000000,LECCE,4,243,COSCIENZA CIVICA,32
88,41,340,SALVEMINI,19660604000000,LECCE,4,243,AVANTI LECCE,28
88,41,340,SALVEMINI,19660604000000,LECCE,4,243,SVEGLIA,18
88,41,340,SALVEMINI,19660604000000,LECCE,4,243,MOVIMENTO 5 STELLE,13
88,41,340,SALVEMINI,19660604000000,LECCE,4,243,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,6
88,41,340,SALVEMINI,19660604000000,LECCE,4,243,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,5
88,41,340,CIUCCI,19650716000000,NAPOLI,1,10,DIRITTI E CIVILTA' PER LECCE,10
88,41,340,SICULELLA,19851203000000,NARDO',3,5,MIND MENTI INDIPENDENTI,3
88,41,340,SICULELLA,19851203000000,NARDO',3,5,ARIA,2
89,41,340,POLI IN BORTONE,19430825000000,LECCE,2,509,IO SUD,179
89,41,340,POLI IN BORTONE,19430825000000,LECCE,2,509,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,67
89,41,340,POLI IN BORTONE,19430825000000,LECCE,2,509,MOVIMENTO REGIONE SALENTO,65
89,41,340,POLI IN BORTONE,19430825000000,LECCE,2,509,PRIMA LECCE,59
89,41,340,POLI IN BORTONE,19430825000000,LECCE,2,509,FRATELLI D'ITALIA,39
89,41,340,POLI IN BORTONE,19430825000000,LECCE,2,509,FORZA ITALIA - PPE,36
89,41,340,POLI IN BORTONE,19430825000000,LECCE,2,509,LECCE FUTURA PALA,32
89,41,340,POLI IN BORTONE,19430825000000,LECCE,2,509,LEGA SALVINI PUGLIA,25
89,41,340,POLI IN BORTONE,19430825000000,LECCE,2,509,TUTTA LECCE LISI,6
89,41,340,POLI IN BORTONE,19430825000000,LECCE,2,509,VOCE NAZIONALE,1
89,41,340,SALVEMINI,19660604000000,LECCE,4,249,LECCE CITTA' PUBBLICA,74
89,41,340,SALVEMINI,19660604000000,LECCE,4,249,NOI PER LECCE,61
89,41,340,SALVEMINI,19660604000000,LECCE,4,249,COSCIENZA CIVICA,35
89,41,340,SALVEMINI,19660604000000,LECCE,4,249,PARTITO DEMOCRATICO,29
89,41,340,SALVEMINI,19660604000000,LECCE,4,249,MOVIMENTO 5 STELLE,13
89,41,340,SALVEMINI,19660604000000,LECCE,4,249,AVANTI LECCE,13
89,41,340,SALVEMINI,19660604000000,LECCE,4,249,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,10
89,41,340,SALVEMINI,19660604000000,LECCE,4,249,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,7
89,41,340,SALVEMINI,19660604000000,LECCE,4,249,SVEGLIA,7
89,41,340,CIUCCI,19650716000000,NAPOLI,1,4,DIRITTI E CIVILTA' PER LECCE,4
89,41,340,SICULELLA,19851203000000,NARDO',3,1,MIND MENTI INDIPENDENTI,1
89,41,340,SICULELLA,19851203000000,NARDO',3,1,ARIA,0
90,41,340,SALVEMINI,19660604000000,LECCE,4,196,PARTITO DEMOCRATICO,55
90,41,340,SALVEMINI,19660604000000,LECCE,4,196,LECCE CITTA' PUBBLICA,31
90,41,340,SALVEMINI,19660604000000,LECCE,4,196,COSCIENZA CIVICA,31
90,41,340,SALVEMINI,19660604000000,LECCE,4,196,AVANTI LECCE,21
90,41,340,SALVEMINI,19660604000000,LECCE,4,196,NOI PER LECCE,18
90,41,340,SALVEMINI,19660604000000,LECCE,4,196,SVEGLIA,14
90,41,340,SALVEMINI,19660604000000,LECCE,4,196,LECCE CITTA' GIUSTA-ALLEANZA VERDI E SINISTRA-PSI-CIVICHE,12
90,41,340,SALVEMINI,19660604000000,LECCE,4,196,RIFORMISTI-ITALIA VIVA-+EUROPA-AZIONE-SIAMO EUROPEI,8
90,41,340,SALVEMINI,19660604000000,LECCE,4,196,MOVIMENTO 5 STELLE,6
90,41,340,POLI IN BORTONE,19430825000000,LECCE,2,172,FRATELLI D'ITALIA,40
90,41,340,POLI IN BORTONE,19430825000000,LECCE,2,172,IO SUD,37
90,41,340,POLI IN BORTONE,19430825000000,LECCE,2,172,PRIMA LECCE,26
90,41,340,POLI IN BORTONE,19430825000000,LECCE,2,172,FORZA ITALIA - PPE,19
90,41,340,POLI IN BORTONE,19430825000000,LECCE,2,172,LECCE FUTURA PALA,13
90,41,340,POLI IN BORTONE,19430825000000,LECCE,2,172,MOVIMENTO REGIONE SALENTO,11
90,41,340,POLI IN BORTONE,19430825000000,LECCE,2,172,UNIONE DI CENTRO-PUGLIA POPOLARE LECCE,10
90,41,340,POLI IN BORTONE,19430825000000,LECCE,2,172,LEGA SALVINI PUGLIA,9
90,41,340,POLI IN BORTONE,19430825000000,LECCE,2,172,TUTTA LECCE LISI,7
90,41,340,POLI IN BORTONE,19430825000000,LECCE,2,172,VOCE NAZIONALE,0
90,41,340,SICULELLA,19851203000000,NARDO',3,5,ARIA,3
90,41,340,SICULELLA,19851203000000,NARDO',3,5,MIND MENTI INDIPENDENTI,2
90,41,340,CIUCCI,19650716000000,NAPOLI,1,4,DIRITTI E CIVILTA' PER LECCE,4
91,41,340,SALVEMINI,19660604000000,LECCE,4,290,PARTITO DEMOCRATICO,83
