comune,ref,numero_comuni,comuni_capoluogo,comuni_sup_15000,comuni_inf_15000,comuni_rinnovo_motivi_diversi,comuni_sciolti_rinnovo,popolazione_2021,sezioni_2023,elettori_2023,CODICE ISTAT
ABBADIA CERRETO,19_table_02,1.0,,,inf,,,275,1,232,098001
BERTONICO,19_table_02,1.0,,,inf,,,1071,1,786,098002
BOFFALORA D'ADDA,19_table_02,1.0,,,inf,,,1731,2,1312,098003
BORGHETTO LODIGIANO,19_table_02,1.0,,,inf,,,4288,3,3279,098004
CASALETTO LODIGIANO,19_table_02,1.0,,,inf,,,2959,3,2274,098008
CASALMAIOCCO,19_table_02,1.0,,,inf,,,3208,3,2492,098009
CASALPUSTERLENGO,19_table_02,1.0,,SUP,,,,15399,15,11413,098010
CASELLE LANDI,19_table_02,1.0,,,inf,,,1497,2,1234,098011
CASELLE LURANI,19_table_02,1.0,,,inf,,,3038,3,2232,098012
CASTELNUOVO BOCCA D'ADDA,19_table_02,1.0,,,inf,,,1542,2,1312,098013
CASTIRAGA VIDARDO,19_table_02,1.0,,,inf,,,2952,2,2331,098015
CERVIGNANO D'ADDA,19_table_02,1.0,,,inf,,,2184,2,1800,098018
COMAZZO,19_table_02,1.0,,,inf,,,2259,3,1836,098020
CORNEGLIANO LAUDENSE,19_table_02,1.0,,,inf,,,2834,3,2285,098021
CORNO GIOVINE,19_table_02,1.0,,,inf,,,1139,2,1012,098022
CORNOVECCHIO,19_table_02,1.0,,,inf,*,,207,1,171,098023
CRESPIATICA,19_table_02,1.0,,,inf,,,2192,2,1604,098025
FOMBIO,19_table_02,1.0,,,inf,,,2239,2,1833,098026
GALGAGNANO,19_table_02,1.0,,,inf,,,1310,1,1035,098027
GRAFFIGNANA,19_table_02,1.0,,,inf,,,2578,3,1971,098028
GUARDAMIGLIO,19_table_02,1.0,,,inf,,,2634,3,2043,098029
LIVRAGA,19_table_02,1.0,,,inf,,,2423,2,1977,098030
LODI VECCHIO,19_table_02,1.0,,,inf,,,7485,7,5762,098032
MACCASTORNA,19_table_02,1.0,,,inf,,,63,1,68,098033
MAIRAGO,19_table_02,1.0,,,inf,,,1385,2,1075,098034
MALEO,19_table_02,1.0,,,inf,,,3017,3,2534,098035
MARUDO,19_table_02,1.0,,,inf,,,1769,2,1333,098036
MELETI,19_table_02,1.0,,,inf,,,445,1,368,098038
MONTANASO LOMBARDO,19_table_02,1.0,,,inf,,,2234,2,1819,098040
MULAZZANO,19_table_02,1.0,,,inf,,,5834,6,4568,098041
ORIO LITTA,19_table_02,1.0,,,inf,,,2004,2,1560,098042
OSPEDALETTO LODIGIANO,19_table_02,1.0,,,inf,,,1953,2,1358,098043
OSSAGO LODIGIANO,19_table_02,1.0,,,inf,,,1415,1,1095,098044
PIEVE FISSIRAGA,19_table_02,1.0,,,inf,,,1757,2,1374,098045
SALERANO SUL LAMBRO,19_table_02,1.0,,,inf,,,2602,2,2098,098046
SAN FIORANO,19_table_02,1.0,,,inf,,,1851,2,1527,098047
SAN MARTINO IN STRADA,19_table_02,1.0,,,inf,,,3710,3,2978,098048
SANT'ANGELO LODIGIANO,19_table_02,1.0,,,inf,*,,13346,11,9345,098050
SECUGNAGO,19_table_02,1.0,,,inf,,,1945,2,1506,098052
SENNA LODIGIANA,19_table_02,1.0,,,inf,,,1764,2,1406,098053
SOMAGLIA,19_table_02,1.0,,,inf,,,3839,3,2777,098054
TAVAZZANO CON VILLAVESCO,19_table_02,1.0,,,inf,,#,5897,5,4725,098056
TERRANOVA DEI PASSERINI,19_table_02,1.0,,,inf,,,931,1,758,098057
VILLANOVA DEL SILLARO,19_table_02,1.0,,,inf,,,1850,2,1415,098060
ZELO BUON PERSICO,19_table_02,1.0,,,inf,,,7418,6,5706,098061
ASOLA,19_table_03,1.0,,,inf,,,9912,8,7812,020002
BAGNOLO SAN VITO,19_table_03,1.0,,,inf,,,5850,7,5025,020003
BORGO VIRGILIO,19_table_03,1.0,,,inf,,,14778,12,12076,020071
BORGOCARBONARA,19_table_03,1.0,,,inf,,,1901,3,2186,020073
CANNETO SULL'OGLIO,19_table_03,1.0,,,inf,,,4237,4,3675,020008
CASALMORO,19_table_03,1.0,,,inf,,,2208,2,1648,020010
CASALOLDO,19_table_03,1.0,,,inf,,,2654,2,2006,020011
CASALROMANO,19_table_03,1.0,,,inf,,,1483,2,1145,020012
CASTELBELFORTE,19_table_03,1.0,,,inf,,,3231,3,2583,020013
CAVRIANA,19_table_03,1.0,,,inf,,,3747,3,3076,020018
COMMESSAGGIO,19_table_03,1.0,,,inf,,,1090,1,853,020020
DOSOLO,19_table_03,1.0,,,inf,,,3263,4,2796,020022
GAZOLDO DEGLI IPPOLITI,19_table_03,1.0,,,inf,,,3007,2,2265,020024
GONZAGA,19_table_03,1.0,,,inf,,,8663,7,7352,020027
MAGNACAVALLO,19_table_03,1.0,,,inf,,,1428,2,1067,020029
MARIANA MANTOVANA,19_table_03,1.0,,,inf,,,804,1,546,020032
MARMIROLO,19_table_03,1.0,,,inf,,,7625,7,6475,020033
MEDOLE,20_table_01,1.0,,,inf,,,4096,3,3309,020034
MOTTEGGIANA,20_table_01,1.0,,,inf,,,2458,2,2135,020037
OSTIGLIA,20_table_01,1.0,,,inf,,,6583,6,5629,020038
PEGOGNAGA,20_table_01,1.0,,,inf,,,6888,6,5913,020039
PIUBEGA,20_table_01,1.0,,,inf,,,1711,2,1435,020041
PONTI SUL MINCIO,20_table_01,1.0,,,inf,,,2275,2,1985,020044
PORTO MANTOVANO,20_table_01,1.0,,SUP,,,,16498,16,13901,020045
QUINGENTOLE,20_table_01,1.0,,,inf,,,1058,1,1245,020046
RIVAROLO MANTOVANO,20_table_01,1.0,,,inf,,,2415,3,2260,020050
RONCOFERRARO,20_table_01,1.0,,,inf,,,6802,8,6445,020052
ROVERBELLA,20_table_01,1.0,,,inf,,,8670,6,6786,020053
SABBIONETA,20_table_01,1.0,,,inf,,,4100,5,3803,020054
SAN GIACOMO DELLE SEGNATE,20_table_01,1.0,,,inf,,,1462,2,1353,020056
SAN GIORGIO BIGARELLO,20_table_01,1.0,,,inf,,,11812,10,10127,020057
SCHIVENOGLIA,20_table_01,1.0,,,inf,,,1090,1,1096,020060
SERMIDE E FELONICA,20_table_01,1.0,,,inf,,,7112,9,6543,020061
SERRAVALLE A PO,20_table_01,1.0,,,inf,,,1441,2,1107,020062
SOLFERINO,20_table_01,1.0,,,inf,,,2621,2,2185,020063
SUSTINENTE,20_table_01,1.0,,,inf,,,2023,2,1575,020064
SUZZARA,20_table_01,1.0,,SUP,,,,20842,18,16173,020065
VOLTA MANTOVANA,20_table_01,1.0,,,inf,,,7205,5,6049,020070
ALBAIRATE,20_table_02,1.0,,,inf,,,4713,4,3865,015005
ARCONATE,20_table_02,1.0,,,inf,,,6758,6,5632,015007
ARLUNO,20_table_02,1.0,,,inf,,,12275,10,9741,015010
ASSAGO,20_table_02,1.0,,,inf,,,9140,7,7418,015011
BASIANO,20_table_02,1.0,,,inf,,,3654,3,2976,015014
BERNATE TICINO,20_table_02,1.0,,,inf,,,2976,3,2500,015019
BESATE,20_table_02,1.0,,,inf,,#,2028,2,1679,015022
BOFFALORA SOPRA TICINO,20_table_02,1.0,,,inf,,,4110,4,3419,015026
BUBBIANO,20_table_02,1.0,,,inf,,,2460,2,1976,015035
BUSTO GAROLFO,20_table_02,1.0,,,inf,,,14043,11,11537,015041
CARPIANO,20_table_02,1.0,,,inf,,,4150,3,3150,015050
CASARILE,20_table_02,1.0,,,inf,,,4020,3,3107,015055
CASOREZZO,20_table_02,1.0,,,inf,,,5535,5,4477,015058
CASSINA DE' PECCHI,20_table_02,1.0,,,inf,,,13941,13,11088,015060
CASTANO PRIMO,20_table_02,1.0,,,inf,,,10862,9,8899,015062
CESANO BOSCONE,20_table_02,1.0,,SUP,,,#,23520,22,18247,015074
CESATE,20_table_02,1.0,,,inf,,,14218,13,11479,015076
COLTURANO,20_table_02,1.0,,,inf,,,2041,2,1609,015082
CORMANO,20_table_02,1.0,,SUP,,,,20327,17,15849,015086
CORNAREDO,20_table_02,1.0,,SUP,,,#,20576,19,16804,015087
CUSAGO,20_table_02,1.0,,,inf,,,4402,4,3846,015097
CUSANO MILANINO,20_table_02,1.0,,SUP,,,,18869,17,15509,015098
GAGGIANO,20_table_02,1.0,,,inf,,,9218,8,7471,015103
GESSATE,20_table_02,1.0,,,inf,,,8791,7,7079,015106
GUDO VISCONTI,20_table_02,1.0,,,inf,,,1634,2,1379,015112
INVERUNO,20_table_02,1.0,,,inf,,,8487,8,7167,015113
LACCHIARELLA,20_table_02,1.0,,,inf,,,9060,7,7028,015115
LAINATE,20_table_02,1.0,,SUP,,,,26126,25,21543,015116
LISCATE,20_table_02,1.0,,,inf,,,4009,3,3323,015122
LOCATE DI TRIULZI,20_table_02,1.0,,,inf,,,10264,8,7812,015125
MARCALLO CON CASONE,20_table_02,1.0,,,inf,,,6186,5,5327,015134
MASATE,20_table_02,1.0,,,inf,,,3671,3,3065,015136
MESERO,20_table_02,1.0,,,inf,,,4191,3,3553,015144
MORIMONDO,20_table_02,1.0,,,inf,,,1024,1,858,015150
MOTTA VISCONTI,20_table_02,1.0,,,inf,,,8120,6,6547,015151
NOSATE,20_table_02,1.0,,,inf,,,636,1,591,015155
NOVATE MILANESE,20_table_02,1.0,,SUP,,,,19877,18,16592,015157
OSSONA,20_table_02,1.0,,,inf,,,4343,3,3534,015164
OZZERO,20_table_02,1.0,,,inf,,,1405,2,1125,015165
PADERNO DUGNANO,20_table_02,1.0,,SUP,,,,47090,44,37751,015166
PANTIGLIATE,20_table_02,1.0,,,inf,,,5796,7,4485,015167
PAULLO,20_table_02,1.0,,,inf,,,11108,10,8596,015169
PERO,20_table_02,1.0,,,inf,,,11477,10,9063,015170
PESCHIERA BORROMEO,20_table_02,1.0,,SUP,,*,,24084,21,19762,015171
POGLIANO MILANESE,20_table_02,1.0,,,inf,,,8393,8,6848,015176
POZZUOLO MARTESANA,20_table_02,1.0,,,inf,,,8543,6,6890,015178
RESCALDINA,20_table_02,1.0,,,inf,,,14129,11,11594,015181
ROBECCO SUL NAVIGLIO,20_table_02,1.0,,,inf,,,6745,6,5728,015184
RODANO,20_table_02,1.0,,,inf,,,4627,4,3777,015185
ROZZANO,20_table_02,1.0,,SUP,,,,41435,39,31466,015189
SAN COLOMBANO AL LAMBRO,20_table_02,1.0,,,inf,,,7239,7,6066,015191
SAN VITTORE OLONA,20_table_02,1.0,,,inf,,,8259,7,6644,015201
SAN ZENONE AL LAMBRO,20_table_02,1.0,,,inf,,,4489,5,3374,015202
SANTO STEFANO TICINO,21_table_01,1.0,,,inf,,,4932,4,3974,015200
SETTALA,21_table_01,1.0,,,inf,,,7267,8,5669,015210
SETTIMO MILANESE,21_table_01,1.0,,SUP,,,,20062,19,16201,015211
SOLARO,21_table_01,1.0,,,inf,,,13924,13,11135,015213
TREZZANO ROSA,21_table_01,1.0,,,inf,,,5374,4,4337,015219
TREZZANO SUL NAVIGLIO,21_table_01,1.0,,SUP,,,,21460,19,17114,015220
TREZZO SULL'ADDA,21_table_01,1.0,,,inf,,,11930,10,9556,015221
TRIBIANO,21_table_01,1.0,,,inf,,,3672,3,3009,015222
TRUCCAZZANO,21_table_01,1.0,,,inf,,,5844,6,4573,015224
VANZAGHELLO,21_table_01,1.0,,,inf,,,5262,4,4321,015249
VANZAGO,21_table_01,1.0,,,inf,,,9327,9,7562,015229
VAPRIO D'ADDA,21_table_01,1.0,,,inf,,#,9462,7,7307,015230
VERMEZZO CON ZELO,21_table_01,1.0,,,inf,,,5831,5,4724,015251
VIGNATE,21_table_01,1.0,,,inf,,,9253,7,7263,015237
VIZZOLO PREDABISSI,21_table_01,1.0,,,inf,,,3852,5,3132,015244
AGRATE BRIANZA,21_table_02,1.0,,SUP,,,,15505,13,12398,108001
AICURZIO,21_table_02,1.0,,,inf,,,2071,2,1670,108002
ALBIATE,21_table_02,1.0,,,inf,,,6574,5,5301,108003
BARLASSINA,21_table_02,1.0,,,inf,,,6873,6,5571,108005
BELLUSCO,21_table_02,1.0,,,inf,,,7370,6,5897,108006
BERNAREGGIO,21_table_02,1.0,,,inf,,,11385,8,9247,108007
BESANA IN BRIANZA,21_table_02,1.0,,SUP,,,,15442,14,12860,108008
BOVISIO-MASCIAGO,21_table_02,1.0,,SUP,,,,16756,12,13565,108010
BURAGO DI MOLGORA,21_table_02,1.0,,,inf,,,4206,4,3459,108013
BUSNAGO,21_table_02,1.0,,,inf,,,6764,5,5502,108051
CAMPARADA,21_table_02,1.0,,,inf,,,2156,2,1717,108014
CAPONAGO,21_table_02,1.0,,,inf,,,5123,4,4141,108052
CAVENAGO DI BRIANZA,21_table_02,1.0,,,inf,,,7400,6,5800,108017
CERIANO LAGHETTO,21_table_02,1.0,,,inf,,,6645,5,5666,108018
CONCOREZZO,21_table_02,1.0,,SUP,,,,15763,14,12745,108021
CORNATE D'ADDA,21_table_02,1.0,,,inf,,,10784,8,8729,108053
CORREZZANA,21_table_02,1.0,,,inf,,,3114,2,2570,108022
GIUSSANO,21_table_02,1.0,,SUP,,,,26015,22,21108,108024
LESMO,21_table_02,1.0,,,inf,*,,8419,7,6971,108026
MEZZAGO,21_table_02,1.0,,,inf,,,4470,3,3506,108031
MISINTO,21_table_02,1.0,,,inf,,,5664,4,4817,108032
MUGGIO',21_table_02,1.0,,SUP,,,,23513,19,18901,108034
ORNAGO,21_table_02,1.0,,,inf,,,5255,4,4411,108036
RENATE,21_table_02,1.0,,,inf,,,3991,3,3270,108037
RONCELLO,21_table_02,1.0,,,inf,,,4785,3,3586,108055
RONCO BRIANTINO,21_table_02,1.0,,,inf,,,3581,3,3046,108038
SOVICO,21_table_02,1.0,,,inf,,,8314,7,6711,108041
TRIUGGIO,21_table_02,1.0,,,inf,,,8668,8,7236,108043
USMATE VELATE,21_table_02,1.0,,,inf,,,10483,9,8592,108044
VEDUGGIO CON COLZANO,21_table_02,1.0,,,inf,,,4216,4,3514,108047
VILLASANTA,21_table_02,1.0,,,inf,,,14068,10,11803,108049
ALBONESE,21_table_03,1.0,,,inf,,,533,1,471,018003
ALBUZZANO,21_table_03,1.0,,,inf,,,3574,3,2923,018004
ARENA PO,21_table_03,1.0,,,inf,,,1522,2,1277,018005
BAGNARIA,21_table_03,1.0,,,inf,,,632,1,536,018007
BARBIANELLO,21_table_03,1.0,,,inf,,,874,1,687,018008
BASCAPE',21_table_03,1.0,,,inf,,,1779,2,1309,018009
BATTUDA,21_table_03,1.0,,,inf,,,683,1,546,018012
BELGIOIOSO,21_table_03,1.0,,,inf,,,6301,5,4868,018013
BEREGUARDO,21_table_03,1.0,,,inf,,,2861,3,2374,018014
BORGO PRIOLO,21_table_03,1.0,,,inf,,,1319,2,1035,018016
BORGORATTO MORMOROLO,21_table_03,1.0,,,inf,,,417,1,306,018017
BORNASCO,21_table_03,1.0,,,inf,,,2671,3,2091,018019
BRESSANA BOTTARONE,21_table_03,1.0,,,inf,,,3443,3,2966,018023
CAMPOSPINOSO ALBAREDO,21_table_03,1.0,,,inf,,,1316,2,1098,018026
CANDIA LOMELLINA,21_table_03,1.0,,,inf,,,1445,2,1502,018027
CANNETO PAVESE,21_table_03,1.0,,,inf,,,1306,2,1310,018029
CARBONARA AL TICINO,21_table_03,1.0,,,inf,,,1428,2,1207,018030
CASANOVA LONATI,21_table_03,1.0,,,inf,,,453,1,390,018031
CASATISMA,21_table_03,1.0,,,inf,,,866,1,785,018032
CASEI GEROLA,21_table_03,1.0,,,inf,,,2379,3,2133,018033
CASORATE PRIMO,21_table_03,1.0,,,inf,,,8766,7,7145,018034
CASSOLNOVO,21_table_03,1.0,,,inf,,,6762,6,5882,018035
CASTANA,21_table_03,1.0,,,inf,,,710,1,624,018036
CASTEGGIO,21_table_03,1.0,,,inf,,,6490,6,5488,018037
PAVIA,21_table_03,1.0,CAP,SUP,,,,70380,83,60494,018110
CASTELLETTO DI BRANDUZZO,22_table_01,1.0,,,inf,,,989,1,961,018038
CASTELNOVETTO,22_table_01,1.0,,,inf,,,525,1,579,018040
CAVA MANARA,22_table_01,1.0,,,inf,,,6649,7,5453,018041
CECIMA,22_table_01,1.0,,,inf,,,244,1,208,018042
CERANOVA,22_table_01,1.0,,,inf,,,2283,2,1679,018043
CERGNAGO,22_table_01,1.0,,,inf,,,681,1,612,018045
CERTOSA DI PAVIA,22_table_01,1.0,,,inf,,,5455,5,4225,018046
CERVESINA,22_table_01,1.0,,,inf,,,1133,1,971,018047
CHIGNOLO PO,22_table_01,1.0,,,inf,,,3932,4,3019,018048
CIGOGNOLA,22_table_01,1.0,,,inf,,,1312,3,1147,018049
CILAVEGNA,22_table_01,1.0,,,inf,,,5308,5,4556,018050
CODEVILLA,22_table_01,1.0,,,inf,,,942,1,882,018051
COLLI VERDI,22_table_01,1.0,,,inf,,,1018,3,1059,018193
COPIANO,22_table_01,1.0,,,inf,,,1708,2,1466,018053
CORANA,22_table_01,1.0,,,inf,,,765,2,630,018054
CORNALE E BASTIDA,22_table_01,1.0,,,inf,,,820,1,623,018191
CORVINO SAN QUIRICO,22_table_01,1.0,,,inf,,,972,2,782,018057
CURA CARPIGNANO,22_table_01,1.0,,,inf,,,4915,5,3988,018060
DORNO,22_table_01,1.0,,,inf,,,4528,4,3971,018061
FERRERA ERBOGNONE,22_table_01,1.0,,,inf,,,1065,1,862,018062
FILIGHERA,22_table_01,1.0,,,inf,,,815,1,634,018063
FORTUNAGO,22_table_01,1.0,,,inf,,,348,1,315,018064
GALLIAVOLA,22_table_01,1.0,,,inf,,,171,1,190,018066
GERENZAGO,22_table_01,1.0,,,inf,,,1424,1,1106,018071
GOLFERENZO,22_table_01,1.0,,,inf,,,175,1,140,018074
INVERNO E MONTELEONE,22_table_01,1.0,,,inf,,,1452,2,1127,018077
LANDRIANO,22_table_01,1.0,,,inf,,,6446,6,4817,018078
LANGOSCO,22_table_01,1.0,,,inf,,,382,1,313,018079
LINAROLO,22_table_01,1.0,,,inf,,,2810,3,2196,018081
LIRIO,22_table_01,1.0,,,inf,,,134,1,130,018082
LOMELLO,22_table_01,1.0,,,inf,,,2022,2,1785,018083
LUNGAVILLA,22_table_01,1.0,,,inf,,,2457,2,2085,018084
MARCIGNAGO,22_table_01,1.0,,,inf,,,2426,2,2005,018086
MENCONICO,22_table_01,1.0,,,inf,,,352,1,298,018089
MONTALTO PAVESE,22_table_01,1.0,,,inf,,,860,1,722,018094
MONTEBELLO DELLA BATTAGLIA,22_table_01,1.0,,,inf,,,1467,2,1223,018095
MONTECALVO VERSIGGIA,22_table_01,1.0,,,inf,,,516,1,432,018096
MONTESCANO,22_table_01,1.0,,,inf,,,416,2,304,018097
MONTESEGALE,22_table_01,1.0,,,inf,,,263,1,212,018098
MORNICO LOSANA,22_table_01,1.0,,,inf,,,590,1,568,018101
OLEVANO DI LOMELLINA,22_table_01,1.0,,,inf,,,723,1,702,018104
OLIVA GESSI,22_table_01,1.0,,,inf,,,170,1,146,018105
OTTOBIANO,22_table_01,1.0,,,inf,,,1073,1,1247,018106
PALESTRO,22_table_01,1.0,,,inf,,,1785,2,1573,018107
PANCARANA,22_table_01,1.0,,,inf,,,315,1,258,018108
PARONA,22_table_01,1.0,,,inf,,,1849,2,1540,018109
PIETRA DE' GIORGI,22_table_01,1.0,,,inf,,,755,2,711,018111
PIEVE ALBIGNOLA,22_table_01,1.0,,,inf,,,836,1,668,018112
PIEVE PORTO MORONE,22_table_01,1.0,,,inf,,,2568,3,1988,018114
PONTE NIZZA,22_table_01,1.0,,,inf,,,772,1,633,018117
REA,22_table_01,1.0,,,inf,,,389,1,323,018119
REDAVALLE,22_table_01,1.0,,,inf,,,1064,1,801,018120
RETORBIDO,22_table_01,1.0,,,inf,,,1530,1,1185,018121
ROBBIO,22_table_01,1.0,,,inf,,,5767,6,4679,018123
ROBECCO PAVESE,22_table_01,1.0,,,inf,,,518,1,507,018124
ROCCA DE' GIORGI,22_table_01,1.0,,,inf,,,60,1,37,018125
ROCCA SUSELLA,22_table_01,1.0,,,inf,,,228,1,211,018126
ROMAGNESE,22_table_01,1.0,,,inf,,,580,2,637,018128
RONCARO,22_table_01,1.0,,,inf,,,1555,2,1225,018129
ROSASCO,22_table_01,1.0,,,inf,,,546,1,637,018130
SAN GIORGIO DI LOMELLINA,22_table_01,1.0,,,inf,,,1013,2,1046,018136
SAN MARTINO SICCOMARIO,22_table_01,1.0,,,inf,,,6326,5,5040,018137
SAN ZENONE AL PO,22_table_01,1.0,,,inf,,,540,1,558,018145
SANT'ALESSIO CON VIALONE,22_table_01,1.0,,,inf,,,1017,1,817,018141
SANTA CRISTINA E BISSONE,22_table_01,1.0,,,inf,,,1873,3,1432,018139
SANTA GIULETTA,22_table_01,1.0,,,inf,,,1563,2,1266,018140
SANTA MARGHERITA DI STAFFORA,22_table_01,1.0,,,inf,,,448,1,388,018142
SANTA MARIA DELLA VERSA,22_table_01,1.0,,,inf,,,2242,3,1832,018143
SARTIRANA LOMELLINA,22_table_01,1.0,,,inf,,,1457,2,1276,018146
SCALDASOLE,22_table_01,1.0,,,inf,,,852,1,767,018147
SEMIANA,22_table_01,1.0,,,inf,,,197,1,219,018148
SIZIANO,22_table_01,1.0,,,inf,,,6451,5,5236,018150
SPESSA,22_table_01,1.0,,,inf,,,554,1,432,018152
STRADELLA,22_table_01,1.0,,,inf,,,11406,10,9157,018153
TORRAZZA COSTE,22_table_01,1.0,,,inf,,,1569,2,1511,018155
TORRE BERETTI E CASTELLARO,22_table_01,1.0,,,inf,,,507,1,470,018156
TORRE D'ARESE,22_table_01,1.0,,,inf,,,929,1,692,018157
TORRE D'ISOLA,23_table_01,1.0,,,inf,,,2387,2,1996,018159
TORRE DE' NEGRI,23_table_01,1.0,,,inf,,,313,1,272,018158
TRAVACO' SICCOMARIO,23_table_01,1.0,,,inf,,,4402,4,3950,018162
TROMELLO,23_table_01,1.0,,,inf,,,3647,3,3095,018164
TROVO,23_table_01,1.0,,,inf,,,1017,1,809,018165
VALEGGIO,23_table_01,1.0,,,inf,,,195,1,217,018167
VALLE SALIMBENE,23_table_01,1.0,,,inf,,,1451,2,1209,018169
VARZI,23_table_01,1.0,,,inf,,,3013,6,2853,018171
VELEZZO LOMELLINA,23_table_01,1.0,,,inf,,,96,1,105,018172
VERRETTO,23_table_01,1.0,,,inf,,,377,1,298,018174
VIDIGULFO,23_table_01,1.0,,,inf,,,6555,5,5237,018176
VILLA BISCOSSI,23_table_01,1.0,,,inf,,,61,1,51,018178
VILLANOVA D'ARDENGHI,23_table_01,1.0,,,inf,,,770,1,654,018179
VILLANTERIO,23_table_01,1.0,,,inf,,,3324,3,2430,018180
VOLPARA,23_table_01,1.0,,,inf,,#,124,1,115,018183
ZAVATTARELLO,23_table_01,1.0,,,inf,,,925,2,937,018184
ZECCONE,23_table_01,1.0,,,inf,,,1696,2,1375,018185
ZEME,23_table_01,1.0,,,inf,,,996,1,937,018186
ZERBOLO',23_table_01,1.0,,,inf,,,1645,2,1372,018189
ZINASCO,23_table_01,1.0,,,inf,,,3075,5,2729,018190
ALBAREDO PER SAN MARCO,23_table_02,1.0,,,inf,,,291,1,265,014001
ANDALO VALTELLINO,23_table_02,1.0,,,inf,,,597,1,447,014003
BERBENNO DI VALTELLINA,23_table_02,1.0,,,inf,,,4078,5,3947,014007
BIANZONE,23_table_02,1.0,,,inf,,,1262,2,1012,014008
BUGLIO IN MONTE,23_table_02,1.0,,,inf,,,1967,3,1931,014010
CAIOLO,23_table_02,1.0,,,inf,,,1048,1,914,014011
CASPOGGIO,23_table_02,1.0,,,inf,,,1342,2,1423,014013
CASTELLO DELL'ACQUA,23_table_02,1.0,,,inf,,,615,1,514,014014
CASTIONE ANDEVENNO,23_table_02,1.0,,,inf,,,1533,2,1285,014015
CEDRASCO,23_table_02,1.0,,,inf,,,422,1,351,014016
CHIAVENNA,23_table_02,1.0,,,inf,,,7235,6,7091,014018
CHIURO,23_table_02,1.0,,,inf,,,2426,3,2339,014020
CINO,23_table_02,1.0,,,inf,,,333,1,412,014021
COLORINA,23_table_02,1.0,,,inf,,,1390,2,1405,014023
DELEBIO,23_table_02,1.0,,,inf,,,3331,2,2579,014026
DUBINO,23_table_02,1.0,,,inf,,,3752,3,3185,014027
FAEDO VALTELLINO,23_table_02,1.0,,,inf,,,503,1,458,014028
FORCOLA,23_table_02,1.0,,,inf,,,765,1,626,014029
FUSINE,23_table_02,1.0,,,inf,,,553,1,467,014030
GORDONA,23_table_02,1.0,,,inf,,,1936,2,1849,014032
GROSIO,23_table_02,1.0,,,inf,,,4371,4,4088,014033
GROSOTTO,23_table_02,1.0,,,inf,,,1637,2,1672,014034
LANZADA,23_table_02,1.0,,,inf,,,1256,2,1403,014036
LOVERO,23_table_02,1.0,,,inf,,,627,1,645,014038
MESE,23_table_02,1.0,,,inf,,,1824,2,1635,014043
MONTAGNA IN VALTELLINA,23_table_02,1.0,,,inf,,,2963,3,2440,014044
MORBEGNO,23_table_02,1.0,,,inf,,,12227,12,10894,014045
PEDESINA,23_table_02,1.0,,,inf,,,35,1,42,014047
PIANTEDO,23_table_02,1.0,,,inf,,,1415,1,1176,014048
PIATEDA,23_table_02,1.0,,,inf,,,2073,3,1955,014049
PIURO,23_table_02,1.0,,,inf,,,1901,2,1583,014050
POGGIRIDENTI,23_table_02,1.0,,,inf,,,1819,2,1691,014051
PONTE IN VALTELLINA,23_table_02,1.0,,,inf,,,2255,2,2280,014052
POSTALESIO,23_table_02,1.0,,,inf,,,659,1,589,014053
PRATA CAMPORTACCIO,23_table_02,1.0,,,inf,,,2918,2,2718,014054
ROGOLO,23_table_02,1.0,,,inf,,,561,1,499,014056
SAMOLACO,23_table_02,1.0,,,inf,,,2886,3,2363,014057
SERNIO,23_table_02,1.0,,,inf,,,475,1,401,014059
SONDALO,23_table_02,1.0,,,inf,,,3930,6,3763,014060
TIRANO,23_table_02,1.0,,,inf,,,8823,11,8394,014066
TORRE DI SANTA MARIA,23_table_02,1.0,,,inf,,,745,1,626,014067
TOVO DI SANT'AGATA,23_table_02,1.0,,,inf,,,626,1,506,014068
TRAONA,23_table_02,1.0,,,inf,,,2842,2,2443,014069
TRESIVIO,23_table_02,1.0,,,inf,,,2011,2,1941,014070
VERCEIA,23_table_02,1.0,,,inf,,,1063,1,1366,014075
VERVIO,23_table_02,1.0,,,inf,,,202,1,174,014076
ARCISATE,23_table_03,1.0,,,inf,,,9915,9,8535,012004
ARSAGO SEPRIO,23_table_03,1.0,,,inf,,,4785,4,3961,012005
AZZIO,23_table_03,1.0,,,inf,,,755,1,615,012007
BEDERO VALCUVIA,23_table_03,1.0,,,inf,,,665,1,597,012010
BESNATE,23_table_03,1.0,,,inf,,,5475,4,4584,012012
BIANDRONNO,24_table_01,1.0,,,inf,,,3167,3,2981,012014
BISUSCHIO,24_table_01,1.0,,,inf,,,4250,3,3754,012015
BODIO LOMNAGO,24_table_01,1.0,,,inf,,,2231,2,1995,012016
BREBBIA,24_table_01,1.0,,,inf,*,,3155,3,2738,012017
BRINZIO,24_table_01,1.0,,,inf,,,773,1,694,012021
BRUNELLO,24_table_01,1.0,,,inf,,,929,1,819,012023
BRUSIMPIANO,24_table_01,1.0,,,inf,,,1170,1,941,012024
BUGUGGIATE,24_table_01,1.0,,,inf,,,3075,3,2678,012025
CADREZZATE CON OSMATE,24_table_01,1.0,,,inf,,,2651,3,2255,012143
CANTELLO,24_table_01,1.0,,,inf,,,4726,4,4478,012030
CARAVATE,24_table_01,1.0,,,inf,,,2551,2,2093,012031
CARDANO AL CAMPO,24_table_01,1.0,,,inf,,,14728,12,12161,012032
CARNAGO,24_table_01,1.0,,,inf,,,6600,5,5714,012033
